0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 08
0 0 08
0 0 08
0 0 08
0 0 08
0 0 08
0 0 08
0 0 08
1 0 55
1 0 55
1 0 55
1 0 55
1 0 55
1 0 55
1 0 55
1 0 D5
1 0 00
1 0 01
1 0 02
1 0 03
1 0 04
1 0 05
1 0 06
1 0 07
1 0 9F
1 0 68
1 0 AA
1 0 88
0 0 04
0 0 04
0 0 04
0 0 04
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
0 0 00
