0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
0 0 0 0 01
0 0 0 0 01
1 0 0 0 01
1 0 0 0 02
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
0 0 0 0 02
0 0 0 0 02
1 0 0 0 02
1 0 0 0 03
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
1 0 0 0 0A
1 0 0 0 0B
1 0 0 0 0C
1 0 0 0 0D
1 0 0 0 0E
1 0 0 0 0F
1 0 0 0 10
1 0 0 0 11
1 0 0 0 12
1 0 0 0 13
1 0 0 0 14
1 0 0 0 15
1 0 0 0 16
1 0 0 0 17
1 0 0 0 18
1 0 0 0 19
1 0 0 0 1A
1 0 0 0 1B
1 0 0 0 1C
1 0 0 0 1D
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
0 0 0 0 01
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
0 0 0 0 08
1 0 0 0 08
1 0 0 0 09
0 0 0 0 0A
1 0 0 0 0A
0 0 0 0 0B
1 0 0 0 0B
0 0 0 0 0C
1 0 0 0 0C
1 0 0 0 0D
1 0 0 0 0E
1 0 0 0 0F
1 0 0 0 10
1 0 0 0 11
1 0 0 0 12
0 0 0 0 13
0 0 0 0 13
1 0 0 0 13
1 0 0 0 14
0 0 0 0 15
1 0 0 0 15
1 0 0 0 16
0 0 0 0 17
0 0 0 0 17
1 0 0 0 17
1 0 0 0 18
0 0 0 0 19
1 0 0 0 19
0 0 0 0 1A
1 0 0 0 1A
1 0 0 0 1B
1 0 0 0 1C
0 0 0 0 1D
0 0 0 0 1D
1 0 0 0 1D
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
0 0 0 0 04
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
0 0 0 0 06
1 0 0 0 06
1 0 0 0 07
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
0 0 0 0 04
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
0 0 0 0 07
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
0 0 0 0 02
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
0 0 0 0 06
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
1 0 0 0 0A
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
0 0 0 0 0A
1 0 0 0 0A
1 0 0 0 0B
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
0 0 0 0 06
1 0 0 0 06
1 0 0 0 07
0 0 0 0 08
0 0 0 0 08
1 0 0 0 08
1 0 0 0 09
1 0 0 0 0A
1 0 0 0 0B
1 0 0 0 0C
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
0 0 0 0 05
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
1 0 0 0 0A
1 0 0 0 0B
0 0 0 0 0C
1 0 0 0 0C
1 0 0 0 0D
1 1 0 0 FF
0 0 0 0 00
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
0 0 0 0 06
1 0 0 0 06
1 0 0 0 07
1 0 0 0 08
1 0 0 0 09
1 0 0 0 0A
1 0 0 0 0B
1 0 0 0 0C
1 0 0 0 0D
0 0 0 0 0E
1 0 0 0 0E
1 1 0 0 FF
0 0 0 0 00
1 0 0 0 00
1 0 0 0 01
1 0 0 0 02
1 0 0 0 03
1 0 0 0 04
1 0 0 0 05
1 0 0 0 06
1 0 0 0 07
